ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-127,"Entregas proveedor","Registro de entregas",Index,"Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario index -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: index.","Pendiente de ejecucion.",
F-127,"Entregas proveedor","Registro de entregas",Create,"Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario create -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-127,"Entregas proveedor","Registro de entregas",Store,"Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario store -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: store.","Pendiente de ejecucion.",
F-127,"Entregas proveedor","Registro de entregas","Remision obligatoria","Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario remision obligatoria -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: remision obligatoria.","Pendiente de ejecucion.",
F-127,"Entregas proveedor","Registro de entregas","Orden correcta","Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario orden correcta -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: orden correcta.","Pendiente de ejecucion.",
F-127,"Entregas proveedor","Registro de entregas","Bloqueo si locacion portal bloqueada","Ambiente de QA disponible; usuario con acceso al modulo Entregas proveedor; flujo Registro de entregas habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Entregas proveedor -> Abrir el flujo Registro de entregas -> Ejecutar el escenario bloqueo si locacion portal bloqueada -> Validar respuesta del sistema y evidencia generada","El sistema impide el acceso o la accion no autorizada y mantiene protegido el recurso.","Pendiente de ejecucion.",
F-128,Recepciones,"Overview y pendientes",Overview,"Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Overview y pendientes habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Overview y pendientes -> Ejecutar el escenario overview -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: overview.","Pendiente de ejecucion.",
F-128,Recepciones,"Overview y pendientes",Pending,"Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Overview y pendientes habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Overview y pendientes -> Ejecutar el escenario pending -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: pending.","Pendiente de ejecucion.",
F-128,Recepciones,"Overview y pendientes","Datatable regular/direct","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Overview y pendientes habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Recepciones -> Abrir el flujo Overview y pendientes -> Ejecutar el escenario datatable regular/direct -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-128,Recepciones,"Overview y pendientes","Filtros por locacion y estado","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Overview y pendientes habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Overview y pendientes -> Ejecutar el escenario filtros por locacion y estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: filtros por locacion y estado.","Pendiente de ejecucion.",
F-129,Recepciones,"Recepcion contra PO regular",Create/store,"Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra PO regular habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra PO regular -> Ejecutar el escenario create/store -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-129,Recepciones,"Recepcion contra PO regular","Recepcion parcial","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra PO regular habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra PO regular -> Ejecutar el escenario recepcion parcial -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: recepcion parcial.","Pendiente de ejecucion.",
F-129,Recepciones,"Recepcion contra PO regular","Recepcion total","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra PO regular habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra PO regular -> Ejecutar el escenario recepcion total -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: recepcion total.","Pendiente de ejecucion.",
F-129,Recepciones,"Recepcion contra PO regular","Cantidades excedidas","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra PO regular habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra PO regular -> Ejecutar el escenario cantidades excedidas -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cantidades excedidas.","Pendiente de ejecucion.",
F-129,Recepciones,"Recepcion contra PO regular","Folio generado","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra PO regular habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra PO regular -> Ejecutar el escenario folio generado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: folio generado.","Pendiente de ejecucion.",
F-130,Recepciones,"Recepcion contra OCD",CreateDirect/storeDirect,"Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra OCD habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra OCD -> Ejecutar el escenario createDirect/storeDirect -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-130,Recepciones,"Recepcion contra OCD",Parcial/completa,"Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra OCD habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra OCD -> Ejecutar el escenario parcial/completa -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: parcial/completa.","Pendiente de ejecucion.",
F-130,Recepciones,"Recepcion contra OCD","Mismo control de cantidades y estados","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Recepcion contra OCD habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Recepcion contra OCD -> Ejecutar el escenario mismo control de cantidades y estados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mismo control de cantidades y estados.","Pendiente de ejecucion.",
F-131,Recepciones,"No conformidad","Item no conforme","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo No conformidad habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo No conformidad -> Ejecutar el escenario item no conforme -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: item no conforme.","Pendiente de ejecucion.",
F-131,Recepciones,"No conformidad","Tipo obligatorio","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo No conformidad habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo No conformidad -> Ejecutar el escenario tipo obligatorio -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: tipo obligatorio.","Pendiente de ejecucion.",
F-131,Recepciones,"No conformidad","Descripcion amplia","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo No conformidad habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo No conformidad -> Ejecutar el escenario descripcion amplia -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: descripcion amplia.","Pendiente de ejecucion.",
F-131,Recepciones,"No conformidad","Evidencia fotografica","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo No conformidad habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo No conformidad -> Ejecutar el escenario evidencia fotografica -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: evidencia fotografica.","Pendiente de ejecucion.",
F-131,Recepciones,"No conformidad","Rechazo si falta evidencia","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo No conformidad habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo No conformidad -> Ejecutar el escenario rechazo si falta evidencia -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-132,Recepciones,"Show y descarga de remision","Detalle de recepcion","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Show y descarga de remision habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Show y descarga de remision -> Ejecutar el escenario detalle de recepcion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: detalle de recepcion.","Pendiente de ejecucion.",
F-132,Recepciones,"Show y descarga de remision","Descarga de remision","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Show y descarga de remision habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Show y descarga de remision -> Ejecutar el escenario descarga de remision -> Validar respuesta del sistema y evidencia generada","La descarga se genera correctamente y el archivo resultante es utilizable.","Pendiente de ejecucion.",
F-132,Recepciones,"Show y descarga de remision","404 si archivo falta","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Show y descarga de remision habilitado; nivel de prueba UI + Feature HTTP disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Recepciones -> Abrir el flujo Show y descarga de remision -> Ejecutar el escenario 404 si archivo falta -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-132,Recepciones,"Show y descarga de remision","No acceso sin permiso","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Show y descarga de remision habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Show y descarga de remision -> Ejecutar el escenario no acceso sin permiso -> Validar respuesta del sistema y evidencia generada","El sistema impide el acceso o la accion no autorizada y mantiene protegido el recurso.","Pendiente de ejecucion.",
F-133,Recepciones,"Notificacion de recepcion completada","Al completar recepcion se notifica a actores esperados","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Notificacion de recepcion completada habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Notificacion de recepcion completada -> Ejecutar el escenario al completar recepcion se notifica a actores esperados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: al completar recepcion se notifica a actores esperados.","Pendiente de ejecucion.",
F-133,Recepciones,"Notificacion de recepcion completada","Payload correcto","Ambiente de QA disponible; usuario con acceso al modulo Recepciones; flujo Notificacion de recepcion completada habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Recepciones -> Abrir el flujo Notificacion de recepcion completada -> Ejecutar el escenario payload correcto -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: payload correcto.","Pendiente de ejecucion.",
F-134,"Compras batch","Cierre automatico por inactividad","OC regular a 10 dias","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Cierre automatico por inactividad habilitado; nivel de prueba Command + Scheduler disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Cierre automatico por inactividad -> Ejecutar el escenario OC regular a 10 dias -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: OC regular a 10 dias.","Pendiente de ejecucion.",
F-134,"Compras batch","Cierre automatico por inactividad","OCD a 7 dias","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Cierre automatico por inactividad habilitado; nivel de prueba Command + Scheduler disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Cierre automatico por inactividad -> Ejecutar el escenario OCD a 7 dias -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: OCD a 7 dias.","Pendiente de ejecucion.",
F-134,"Compras batch","Cierre automatico por inactividad","No cerrar orden activa reciente","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Cierre automatico por inactividad habilitado; nivel de prueba Command + Scheduler disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Cierre automatico por inactividad -> Ejecutar el escenario no cerrar orden activa reciente -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no cerrar orden activa reciente.","Pendiente de ejecucion.",
F-134,"Compras batch","Cierre automatico por inactividad","Sin duplicar notificaciones","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Cierre automatico por inactividad habilitado; nivel de prueba Command + Scheduler disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Cierre automatico por inactividad -> Ejecutar el escenario sin duplicar notificaciones -> Validar respuesta del sistema y evidencia generada","El sistema genera y entrega la notificacion esperada sin errores.","Pendiente de ejecucion.",
F-135,"Compras batch","Alertas de entrega dia 0/2/3","Job genera correo correcto","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Alertas de entrega dia 0/2/3 habilitado; nivel de prueba Job + Mail disponible; correo de prueba configurado.","Ingresar al modulo Compras batch -> Abrir el flujo Alertas de entrega dia 0/2/3 -> Ejecutar el escenario job genera correo correcto -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: job genera correo correcto.","Pendiente de ejecucion.",
F-135,"Compras batch","Alertas de entrega dia 0/2/3","Solo ordenes elegibles","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Alertas de entrega dia 0/2/3 habilitado; nivel de prueba Job + Mail disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Alertas de entrega dia 0/2/3 -> Ejecutar el escenario solo ordenes elegibles -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: solo ordenes elegibles.","Pendiente de ejecucion.",
F-135,"Compras batch","Alertas de entrega dia 0/2/3","No duplicidad","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Alertas de entrega dia 0/2/3 habilitado; nivel de prueba Job + Mail disponible.","Ingresar al modulo Compras batch -> Abrir el flujo Alertas de entrega dia 0/2/3 -> Ejecutar el escenario no duplicidad -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no duplicidad.","Pendiente de ejecucion.",
F-135,"Compras batch","Alertas de entrega dia 0/2/3","Manejo de orden sin email","Ambiente de QA disponible; usuario con acceso al modulo Compras batch; flujo Alertas de entrega dia 0/2/3 habilitado; nivel de prueba Job + Mail disponible; correo de prueba configurado.","Ingresar al modulo Compras batch -> Abrir el flujo Alertas de entrega dia 0/2/3 -> Ejecutar el escenario manejo de orden sin email -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: manejo de orden sin email.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier",Listado,"Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible; datos semilla cargados.","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario listado -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier",Create,"Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario create -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier",Store,"Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario store -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: store.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier","Xml/pdf validos","Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible; archivo(s) de prueba disponible(s).","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario xml/pdf validos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: xml/pdf validos.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier","Orden/supplier compatible","Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario orden/supplier compatible -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: orden/supplier compatible.","Pendiente de ejecucion.",
F-140,"Finanzas proveedor","Upload de invoice por supplier","Validaciones de uuid y parseo","Ambiente de QA disponible; usuario con acceso al modulo Finanzas proveedor; flujo Upload de invoice por supplier habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas proveedor -> Abrir el flujo Upload de invoice por supplier -> Ejecutar el escenario validaciones de uuid y parseo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validaciones de uuid y parseo.","Pendiente de ejecucion.",
F-141,"Finanzas internas","Upload de invoice por finanzas",Create/store/show,"Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Upload de invoice por finanzas habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Upload de invoice por finanzas -> Ejecutar el escenario create/store/show -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-141,"Finanzas internas","Upload de invoice por finanzas","Seleccion de order standard o direct","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Upload de invoice por finanzas habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Upload de invoice por finanzas -> Ejecutar el escenario seleccion de order standard o direct -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: seleccion de order standard o direct.","Pendiente de ejecucion.",
F-141,"Finanzas internas","Upload de invoice por finanzas","Mismatch supplier/order produce 422","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Upload de invoice por finanzas habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Upload de invoice por finanzas -> Ejecutar el escenario mismatch supplier/order produce 422 -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mismatch supplier/order produce 422.","Pendiente de ejecucion.",
F-142,"Finanzas internas","Rechazo de invoice","Rechazo con motivo","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Rechazo de invoice habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Rechazo de invoice -> Ejecutar el escenario rechazo con motivo -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-142,"Finanzas internas","Rechazo de invoice","Solo UPLOADED","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Rechazo de invoice habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Rechazo de invoice -> Ejecutar el escenario solo UPLOADED -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: solo UPLOADED.","Pendiente de ejecucion.",
F-142,"Finanzas internas","Rechazo de invoice","Bloqueo si ya vinculada","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Rechazo de invoice habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Rechazo de invoice -> Ejecutar el escenario bloqueo si ya vinculada -> Validar respuesta del sistema y evidencia generada","El sistema impide el acceso o la accion no autorizada y mantiene protegido el recurso.","Pendiente de ejecucion.",
F-142,"Finanzas internas","Rechazo de invoice","Mensaje funcional","Ambiente de QA disponible; usuario con acceso al modulo Finanzas internas; flujo Rechazo de invoice habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Finanzas internas -> Abrir el flujo Rechazo de invoice -> Ejecutar el escenario mensaje funcional -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mensaje funcional.","Pendiente de ejecucion.",
F-143,Provisiones,"Index y show de financial provisions",Paginacion,"Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Index y show de financial provisions habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Index y show de financial provisions -> Ejecutar el escenario paginacion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: paginacion.","Pendiente de ejecucion.",
F-143,Provisiones,"Index y show de financial provisions","Relaciones cargadas","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Index y show de financial provisions habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Index y show de financial provisions -> Ejecutar el escenario relaciones cargadas -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: relaciones cargadas.","Pendiente de ejecucion.",
F-143,Provisiones,"Index y show de financial provisions","Invoices compatibles","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Index y show de financial provisions habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Index y show de financial provisions -> Ejecutar el escenario invoices compatibles -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: invoices compatibles.","Pendiente de ejecucion.",
F-143,Provisiones,"Index y show de financial provisions","Datos de receivable correctos","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Index y show de financial provisions habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Provisiones -> Abrir el flujo Index y show de financial provisions -> Ejecutar el escenario datos de receivable correctos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: datos de receivable correctos.","Pendiente de ejecucion.",
F-144,Provisiones,"Link invoice a provision","Solo provision PENDING_INVOICE","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Link invoice a provision habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Link invoice a provision -> Ejecutar el escenario solo provision PENDING_INVOICE -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: solo provision PENDING_INVOICE.","Pendiente de ejecucion.",
F-144,Provisiones,"Link invoice a provision","Invoice compatible","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Link invoice a provision habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Link invoice a provision -> Ejecutar el escenario invoice compatible -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: invoice compatible.","Pendiente de ejecucion.",
F-144,Provisiones,"Link invoice a provision","Cambio de estado","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Link invoice a provision habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Link invoice a provision -> Ejecutar el escenario cambio de estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cambio de estado.","Pendiente de ejecucion.",
F-144,Provisiones,"Link invoice a provision","Conciliacion correcta","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Link invoice a provision habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Link invoice a provision -> Ejecutar el escenario conciliacion correcta -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: conciliacion correcta.","Pendiente de ejecucion.",
F-145,Provisiones,"Autorizar ajuste","Solo DISCREPANCY_REVIEW","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Autorizar ajuste habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Autorizar ajuste -> Ejecutar el escenario solo DISCREPANCY_REVIEW -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: solo DISCREPANCY_REVIEW.","Pendiente de ejecucion.",
F-145,Provisiones,"Autorizar ajuste","Amount y reason validos","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Autorizar ajuste habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Autorizar ajuste -> Ejecutar el escenario amount y reason validos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: amount y reason validos.","Pendiente de ejecucion.",
F-145,Provisiones,"Autorizar ajuste","Cierre de provision","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Autorizar ajuste habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Autorizar ajuste -> Ejecutar el escenario cierre de provision -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cierre de provision.","Pendiente de ejecucion.",
F-145,Provisiones,"Autorizar ajuste","Registro de authorizer","Ambiente de QA disponible; usuario con acceso al modulo Provisiones; flujo Autorizar ajuste habilitado; nivel de prueba Feature HTTP + Service disponible.","Ingresar al modulo Provisiones -> Abrir el flujo Autorizar ajuste -> Ejecutar el escenario registro de authorizer -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: registro de authorizer.","Pendiente de ejecucion.",
